"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"1092","14","15-Jul","Flight #31","E","E","E","F","G","G","G","G","G","E","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1093","14","14-Jul","Flight #30","E","E","E","G","G","G","F","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","E","G","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1094","14","13-Jul","Flight #29","G","E","U","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","E","E","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1095","14","13-Jul","Flight #28","E","E","E","G","E","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1096","14","11-Jul","Flight #27","G","E","G","G","F","F","F","G","F","G","G","G","G","F","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","E","G","F","G","F","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","F","","","","","","","F"
"1097","14","11-Jul","Flight #26","G","E","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"1098","14","27-Jun","Sim #34","F","G","G","G","E","G","G","G","G","G","G","G","G","E","G","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","E","G","","E","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1099","14","21-Jun","Sim #33","G","G","G","G","G","G","G","G","G","G","G","F","G","G","G","G","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1100","14","20-Jun","Sim #32","G","E","E","G","F","G","G","E","G","G","F","G","G","G","G","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1101","14","18-Jun","Flight #25","G","E","E","E","G","G","G","G","G","G","G","G","G","G","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","G","G","G","F","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1102","14","18-Jun","Flight #24","E","E","G","G","G","G","E","E","E","E","G","E","G","E","E","E","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","E","","","","G","","","G","G","","E","E","G","","G","E","","E","G","G","E","","","G","G","","F","F","G","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1103","14","14-Jun","Flight #23","G","E","G","G","F","G","G","F","G","G","G","G","G","F","G","G","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","G","","","F","","","","G","G","","E","G","F","G","","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1104","14","13-Jun","Sim #31","E","G","G","G","G","G","G","G","G","G","F","G","G","E","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","E","","G","","","","","","","","G","","G","","G","","G","G","","E","G","G","E","","","","G","","G","G","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1105","14","11-Jun","Flight #22","G","E","G","G","G","G","G","G","G","G","G","G","G","G","F","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","F","F","E","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1106","14","11-Jun","Flight #21","G","E","NG","G","G","G","F","G","G","G","G","F","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","F","","","","G","","","G","F","","F","","","","","U","","","G","F","F","","","","G","","G","G","G","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1107","14","7-Jun","Sim #30","G","G","G","G","G","F","G","G","G","F","F","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1108","14","6-Jun","Sim #29","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1109","14","6-Jun","Flight #20","G","E","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","E","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","","","G","","","","","","","","","","","","","G","","F","G","","G","","","","","G","","G","F","F","G","F","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1110","14","5-Jun","Sim #28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1111","14","4-Jun","Flight #19","G","E","NG","G","G","F","G","F","F","G","G","G","G","F","G","G","","NG","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","G","","","","","","","F","F","G","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1112","14","4-Jun","Flight #18","G","G","F","G","F","G","G","G","G","F","G","G","U","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","F","F","","U","F","F","","F","","U","F","G","F","F","U","NG","E","F","","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1113","14","1-Jun","Sim #27","G","G","F","G","G","F","G","F","F","G","F","G","E","F","F","F","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","","","","","","","","","","","","","","","","E","","","","","","","","","","","","G","F","G","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1114","14","31-May","Flight #17","G","F","E","E","G","G","G","G","E","G","G","G","G","F","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1115","14","31-May","Flight #16","G","G","E","G","G","G","G","E","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","E","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1116","14","30-May","Flight #15","U","G","G","E","G","G","G","G","G","G","F","G","F","F","G","G","","G","","F","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","F","G","F","F","","","F","","F","G","U","F","G","","","NG","F","","F","F","U","F","F","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1117","14","29-May","Sim #26","G","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1118","14","24-May","Sim #25","G","","","","F","G","G","G","G","G","G","G","G","F","","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","","G","E","E","","G","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1119","14","24-May","Sim #24","G","E","G","G","G","F","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1120","14","23-May","Sim #23","E","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","G","G","G","","G","","G","G","G","G","G","G","","","","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1121","14","22-May","Sim #22","G","","","G","G","G","G","F","G","G","G","G","F","G","G","G","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1122","14","22-May","Flight #14","E","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1123","14","22-May","Flight #13","G","E","G","G","G","G","G","G","G","G","F","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1124","14","16-May","Sim #21","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","E","","E","","E","G","","G","G","","E","E","E","E","","","","E","","","","E","","","","","","","","","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1125","14","16-May","Flight #12","E","G","E","G","E","E","E","E","E","E","E","E","E","E","G","G","","E","","E","","E","G","","E","G","","E","E","G","","","","","G","","G","","E","","","","","","","","","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1126","14","15-May","Flight #11","G","G","E","G","G","G","G","G","F","G","G","E","F","G","G","G","","G","","G","","G","G","","E","G","","E","E","E","","","","","G","","G","","G","","","","","","","","","F","F","","","","","G","","","","F","","G","G","","","","","","","","","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1127","14","14-May","Sim #20","F","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","","E","","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","G","","","","G","","F","F","","F","","F","","","","","","F","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1128","14","14-May","Flight #10","F","G","NG","F","G","G","G","F","G","G","G","E","G","G","G","F","","G","","E","","","F","","E","G","","E","E","G","","G","","G","","","F","","","","","","","","","","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1129","14","10-May","Sim #19","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","G","","G","G","","G","","","","","","G","","G","","G","","","","","","","","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1130","14","8-May","Sim #18","G","G","G","G","G","G","F","G","F","F","G","G","F","G","G","F","","G","","G","","G","F","","G","G","","G","","","","","","F","F","","","G","","","","","","","","","","G","G","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1131","14","7-May","Sim #17","G","NG","G","G","G","G","G","G","G","G","F","G","F","G","NG","G","","","","","","","","","G","G","","G","","","G","","","","","","","G","","","","","","","G","G","G","G","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1132","14","7-May","Sim #16","F","","","G","F","F","F","F","F","G","F","F","F","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","G","U","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1133","14","3-May","Flight #9","G","G","F","G","F","G","F","F","U","G","F","G","F","F","G","G","","G","","F","","","","","F","G","","","G","G","","U","","","","","","F","","","","","","","","","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1134","14","3-May","Sim #15","G","G","G","G","G","G","G","G","G","G","G","G","F","G","","G","","","","","","","","","G","G","","G","","","G","G","","","","G","","G","","","","","","","F","F","G","F","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1135","14","2-May","Sim #14","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1136","14","1-May","Flight #8","F","G","G","G","F","F","","G","F","G","F","G","F","F","G","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","F","G","","F","G","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1137","14","1-May","Sim #13","U","G","G","G","F","G","G","G","F","G","F","G","F","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1138","14","27-Apr","Flight #7","G","E","G","G","G","G","G","E","G","E","F","G","E","G","G","G","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1139","14","25-Apr","Sim #12","G","G","G","F","F","F","F","F","G","F","F","F","F","F","F","F","","G","","G","","F","","","G","","","","","","","G","","G","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1140","14","24-Apr","Flight #6","F","U","G","G","F","F","G","U","F","F","F","F","F","F","F","F","","F","","G","","F","U","","G","","","","","","G","","","","","F","F","G","F","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1141","14","24-Apr","Sim #11","G","","G","F","F","F","F","F","F","G","F","G","E","F","","F","","G","","G","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1142","14","20-Apr","Flight #5","F","U","F","F","U","F","F","F","U","F","U","F","F","F","F","F","","U","","F","","","","","G","G","F","G","F","G","","F","","F","F","","","","","","","","","","","","","","","","","","","U","","","","F","F","F","F","","F","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1143","14","19-Apr","Sim #10","F","G","F","G","G","F","G","G","F","G","G","F","F","F","F","F","","G","","G","","","","","G","","","","G","F","G","F","","E","G","G","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1144","14","18-Apr","Sim #9","F","F","F","G","G","G","G","G","F","F","F","F","F","F","F","U","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","U","","F","F","","F","","U","F","F","F","","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1145","14","17-Apr","Sim #8","G","F","F","U","F","F","G","F","U","F","F","F","F","F","F","F","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","F","","","","","","","","","","F","","","G","F","F","F","F","","F","","G","","G","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1146","14","17-Apr","Flight #4","F","F","F","F","F","F","G","F","F","U","U","F","U","U","F","F","","F","","U","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","U","","F","F","","","","","U","","U","","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1147","14","16-Apr","Sim #7","F","","NG","","F","U","","F","F","","F","F","F","U","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","","","F","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1148","14","13-Apr","Flight #3","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","F","","F","U","U","","U","","U","U","U","U","","U","NG","NG","U","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1149","14","12-Apr","Sim #6","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","F","F","F","U","F","","F","","U","","F","U","","U","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1150","14","11-Apr","Sim #5","F","F","F","G","F","F","G","F","G","F","U","U","U","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","F","U","F","U","U","","U","","U","","","","","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1151","14","11-Apr","Flight #2","F","F","F","G","G","G","G","F","F","F","F","F","F","F","F","F","","G","","G","","","","","F","","","F","F","F","G","","","","","F","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1152","14","10-Apr","Sim #4","G","G","G","F","F","F","G","G","G","G","F","F","U","F","F","F","","G","","G","","","","","G","G","","F","F","G","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1153","14","6-Apr","Sim #3","F","G","F","G","F","F","G","G","F","G","F","U","F","U","","G","","F","","F","","","","","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1154","14","5-Apr","Flight #1","U","U","F","F","U","U","F","F","U","F","U","U","U","U","F","F","","U","","F","","","","","F","U","F","U","","","","","","","","","","F","","","","","","","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1155","14","4-Apr","Sim #1","G","F","F","F","F","U","F","F","F","F","U","U","U","U","F","F","","","","F","","","","","","","","","","","","","","","","","","","","","G","F","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1156","14","3-Apr","Sim #2","G","F","G","G","F","F","G","F","G","G","F","U","U","U","F","F","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"1157","15","1-Aug","Flight #45","G","G","G","G","F","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1158","15","1-Aug","Flight  #44","F","G","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1159","15","31-Jul","Sim #50","F","F","F","NG","F","F","NG","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","","","F","F","S"
"1160","15","31-Jul","Sim #49","F","F","F","F","F","F","F","G","F","F","F","F","G","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","G","","","","","F","F","S"
