"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"195","3","28-Jun","Flight #28","G","G","NG","NG","G","G","NG","G","F","G","F","G","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"196","3","20-Jun","Sim #37","E","NG","G","E","G","G","E","E","E","G","E","E","G","G","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","G","","","","","","","","","","","","G","G","","G","G","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"197","3","18-Jun","Flight #27","G","E","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","G","G","","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"198","3","15-Jun","Flight #26","G","G","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","F","G","","G","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"199","3","14-Jun","Flight #25","E","G","E","E","G","E","E","E","E","E","G","E","E","E","E","E","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","E","","","","E","","","E","","","E","","","E","","","","","","E","","","","","","E","E","","","","","","","","","E","E","E","E","E","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"200","3","14-Jun","Flight #24","E","E","E","E","G","G","E","E","E","G","E","E","E","E","E","E","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","E","E","","G","","","E","","","","G","","","E","G","","G","E","E","","E","","","E","","G","G","","","","G","","E","E","E","E","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"201","3","12-Jun","Flight #23","G","G","E","G","G","G","E","E","E","E","E","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","E","","","G","G","","G","E","G","","","","G","","","","","G","G","","","","G","G","G","F","G","","","","","","G","G","G","F","G","G","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"202","3","11-Jun","Flight #22","E","E","G","G","G","G","G","F","G","F","G","U","U","F","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","U","G","","","","G","","","","G","","G","G","","","","","","","","","","","","","F","","G","G","G","G","","","","","","","G","G","F","F","F","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"203","3","8-Jun","Sim #36","G","G","G","G","E","E","E","E","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","G","G","G","","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"204","3","6-Jun","Sim #35","E","G","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","","","","","","","","","","","","","","","","G","G","","G","","","","","","","G","G","F","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"205","3","5-Jun","Flight #21","E","G","G","G","G","G","G","G","G","G","E","E","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","","G","G","F","","G","","F","","G","F","G","","","G","G","","G","F","G","G","G","","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"206","3","4-Jun","Flight #20","F","G","G","G","G","G","G","E","G","F","F","G","G","F","G","G","","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","E","F","G","G","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"207","3","4-Jun","Flight #19","G","G","G","G","E","G","G","G","U","G","F","F","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","","","","","G","","","G","F","","G","G","","","G","","G","G","G","G","G","G","F","E","G","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"208","3","1-Jun","Sim #34","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"209","3","31-May","Sim #33","E","E","E","E","G","G","G","E","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"210","3","30-May","Sim #32","G","","","G","G","E","E","E","E","G","G","G","E","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"211","3","30-May","Flight #18","G","E","E","G","G","G","E","G","G","G","G","G","G","G","G","E","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","F","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"212","3","29-May","Sim #31","G","NG","G","G","G","F","G","G","G","G","G","G","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","F","F","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"213","3","24-May","Flight #17","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","F","F","G","F","G","G","G","G","F","F","F","F","F","G","","","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"214","3","23-May","Sim #30","E","G","G","G","G","E","G","G","G","G","E","G","E","G","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","G","G","G","","G","","G","G","G","G","G","E","","","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"215","3","23-May","Sim #29","G","G","E","E","G","G","G","G","G","F","F","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","F","G","","G","","G","","","G","","E","","G","","","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"216","3","22-May","Sim #28","G","","","","G","G","","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","G","","G","","","","G","G","G","G","","","","G","","F","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"217","3","22-May","Sim #27","G","","","","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","G","","G","","","","G","G","G","G","","","","G","","F","","","","","","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"218","3","21-May","Flight #16","E","E","E","E","G","G","G","E","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","E","E","G","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"219","3","21-May","Flight #15","E","E","E","E","F","G","E","G","G","E","F","G","F","G","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"220","3","20-May","Flight #14","E","E","E","G","F","G","G","G","G","E","G","G","G","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"221","3","20-May","Flight #13","E","E","E","G","F","G","G","F","G","E","F","G","G","F","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","E","G","G","E","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"222","3","19-May","Flight #12","E","G","G","E","G","F","G","G","G","G","F","F","G","F","G","F","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","F","F","G","F","F","","F","","G","F","G","","F","F","F","","","U","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"223","3","15-May","Sim #26","G","G","G","G","F","G","","G","G","F","F","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","F","F","G","F","G","","F","","F","U","G","F","F","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"224","3","15-May","Sim #25","G","G","G","G","G","G","","G","G","G","F","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","F","G","F","F","","F","","G","F","G","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"225","3","14-May","Flight #11","E","G","E","E","G","E","E","E","E","E","G","G","G","G","E","G","","E","E","E","","G","E","","E","F","","G","G","E","G","F","","","","F","","","","","","","","","","","","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"226","3","11-May","Sim #24","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","G","","G","","","","","","","G","","G","","","","","","","","","","","","","","G","G","","","","","G","","","G","G","G","G","G","","G","","","","","","","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"227","3","11-May","Flight #10","G","G","G","G","G","F","G","G","G","G","G","G","G","G","G","G","","F","G","E","","","F","","G","","","","E","","","G","","G","","","F","","G","","","","","","","","","G","","","","","","","","","","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"228","3","10-May","Sim #23","G","G","G","G","G","G","G","G","G","G","G","G","G","G","E","E","","G","","G","","G","G","","G","G","","G","","G","","","","G","G","","G","G","G","","","","","","","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"229","3","10-May","Sim #22","G","E","E","G","G","G","G","G","G","G","G","F","G","G","G","F","","","","G","","","","","G","","","","","","","","","","","","","","","","","","","","","","","G","G","","G","","","G","","","G","F","G","G","G","","F","","F","","G","F","F","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"230","3","9-May","Flight #9","G","G","G","G","G","G","G","G","E","F","G","G","G","E","G","G","","E","","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"231","3","7-May","Sim #21","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","G","F","","","","","","G","","","","","","","","G","","","G","","","","","","","G","","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"232","3","4-May","Sim #20","G","G","G","G","G","F","G","G","G","G","G","F","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"233","3","3-May","Sim #19","G","G","G","G","G","F","G","G","G","G","G","G","F","G","G","G","","G","","G","","","F","","G","G","","","G","F","G","G","","","","","G","","","","","","","","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"234","3","2-May","Flight #8","G","G","G","G","G","F","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","G","","","","","F","G","","G","","","G","","G","G","","","","","","","F","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"235","3","1-May","Sim #18","G","NG","NG","NG","F","F","NG","F","G","G","G","G","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","F","F","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"236","3","1-May","Sim #17","F","F","G","G","F","F","G","G","F","G","G","G","F","G","F","F","","","","G","","","","","","","","","","","","","","","","","","","","","","G","G","","","","G","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"237","3","30-Apr","Sim #16","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","G","","G","G","","","G","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"238","3","27-Apr","Flight #7","G","G","G","F","G","G","G","G","G","G","G","G","F","G","G","G","","G","","G","","G","G","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"239","3","26-Apr","Sim #14","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"240","3","25-Apr","Flight #6","G","G","G","F","G","F","G","F","F","E","G","G","G","F","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"241","3","25-Apr","Sim #15","G","G","G","G","G","G","G","F","G","E","G","E","G","G","G","F","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"242","3","24-Apr","Sim #13","F","G","G","G","F","G","G","F","F","G","F","F","G","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"243","3","20-Apr","Flight #5","G","G","G","G","F","G","F","F","G","G","F","G","G","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","","","F","","F","","","","","","","NG","U","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"244","3","20-Apr","Sim #12","F","","","F","F","F","F","U","F","F","G","F","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"245","3","18-Apr","Sim #11","F","","G","G","F","F","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","G","","","","","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"246","3","18-Apr","Sim #10","G","G","G","G","F","G","F","F","G","F","F","G","F","F","G","G","","","","G","","","","","G","","","","F","","","G","","G","G","","G","G","","","","","","F","F","","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"247","3","17-Apr","Sim #9","F","F","F","F","G","G","F","F","F","G","F","F","F","F","F","G","","G","","G","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","F","F","F","F","F","","F","","F","F","F","F","","F","F","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"248","3","17-Apr","Flight #4","G","F","F","F","F","U","","U","F","F","F","F","F","F","F","G","","U","","F","","","F","","","","","","F","","","F","","G","G","","F","","","","","","","","","","","","","","","","","F","","","G","F","G","F","F","","F","","","","F","","","F","","","F","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"249","3","16-Apr","Sim #8","G","G","G","G","G","G","G","G","F","G","G","G","F","G","G","G","","G","","G","","G","F","","G","G","G","G","G","G","G","G","","G","","","G","","G","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"250","3","12-Apr","Sim #7","G","F","F","G","F","F","F","F","F","F","U","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","F","F","F","F","F","","F","","F","U","G","F","","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"251","3","12-Apr","Flight #3","F","F","U","F","F","F","F","F","U","F","F","F","F","U","F","F","","U","","F","","","U","","","G","G","","F","U","","F","","F","","","U","","","","","","","","","","","","","","","","","U","","","F","U","F","U","U","","U","","","","","","","U","","","U","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"252","3","11-Apr","Sim #6","G","U","F","F","F","U","F","U","F","F","U","F","F","F","F","F","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","F","F","F","U","U","","U","","U","U","F","U","","U","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"253","3","10-Apr","Sim #5","F","NG","G","F","F","F","G","F","F","G","F","F","F","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","F","","","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"254","3","10-Apr","Flight #2","F","G","G","F","F","F","F","F","G","G","F","F","F","F","F","G","","F","","F","","","","","F","F","","G","G","","","F","","F","G","","","","","","","","","","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"255","3","9-Apr","Sim #4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"256","3","6-Apr","Sim #3","G","F","G","G","G","G","G","F","G","G","G","F","F","F","F","G","","F","F","U","","","","","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"257","3","5-Apr","Flight #1","F","F","F","U","F","U","U","F","F","U","F","U","U","F","F","F","","F","","F","","","","","F","F","","F","","","G","","","","","","","F","F","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"258","3","4-Apr","Sim #1","G","F","F","F","F","U","F","F","F","F","U","U","U","U","F","F","","","","F","","","","","","","","","","","","","","","","","","","","","G","F","U","","","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"259","3","3-Apr","Sim #2","G","F","G","G","F","F","G","F","G","G","F","U","U","U","F","F","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"260","4","31-Jul","Flight #36","G","E","E","G","G","G","G","G","G","G","G","G","F","G","G","G","","","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"261","4","31-Jul","Flight #35","G","E","G","G","G","G","G","G","G","G","E","E","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"262","4","25-Jul","Sim #44","NG","F","U","F","F","F","U","NG","NG","F","U","F","F","F","NG","U","","U","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","F","","","F","","F","F","","F","","","","F","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NG","U","U","U","U","NG","","","","","G","G","S"
"263","4","23-Jul","Sim #43","G","G","G","G","G","G","G","G","G","G","F","G","F","G","NG","F","","","","G","","F","","","","","","","","","","","","","","","","","","","","","","","","F","F","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","F","G","S"
